Reading,Lux,Anomaly,Smoothed Lux
605,2196.67,False,2196.67
606,2196.67,False,2196.67
607,2196.67,False,2196.67
608,2196.67,False,2196.67
609,2196.67,False,2196.67
610,2196.67,False,2196.67
611,2196.67,False,2196.67
612,2196.67,False,2196.67
613,2196.67,False,2196.67
614,2196.67,False,2196.67
615,2196.67,False,2196.67
616,2196.67,False,2196.67
617,2196.67,False,2196.67
618,2196.67,False,2196.67
619,2196.67,False,2196.67
620,2196.67,False,2196.67
621,2196.67,False,2196.67
622,2196.67,False,2196.67
623,2196.67,False,2196.67
624,2196.67,False,2196.67
625,2196.67,False,2196.67
626,2196.67,False,2196.67
627,2196.67,False,2196.67
628,2196.67,False,2196.67
629,2196.67,False,2196.67
630,2196.67,False,2196.67
631,2242.5,False,2205.8360000000002
632,2242.5,False,2215.002
633,2242.5,False,2224.168
634,2242.5,False,2233.334
635,2242.5,False,2242.5
636,2242.5,False,2242.5
637,2242.5,False,2242.5
638,2242.5,False,2242.5
639,2242.5,False,2242.5
640,2242.5,False,2242.5
641,2242.5,False,2242.5
642,2242.5,False,2242.5
643,2242.5,False,2242.5
644,2242.5,False,2242.5
645,2242.5,False,2242.5
646,2242.5,False,2242.5
647,2242.5,False,2242.5
648,2242.5,False,2242.5
649,2242.5,False,2242.5
650,2242.5,False,2242.5
651,2242.5,False,2242.5
652,2242.5,False,2242.5
653,2242.5,False,2242.5
654,2242.5,False,2242.5
655,2242.5,False,2242.5
656,2242.5,False,2242.5
657,2242.5,False,2242.5
658,2242.5,False,2242.5
659,2242.5,False,2242.5
660,2242.5,False,2242.5
661,2333.33,False,2260.666
662,2333.33,False,2278.832
663,2333.33,False,2296.998
664,2333.33,False,2315.1639999999998
665,2333.33,False,2333.33
666,2333.33,False,2333.33
667,2333.33,False,2333.33
668,2333.33,False,2333.33
669,2333.33,False,2333.33
670,2333.33,False,2333.33
671,2333.33,False,2333.33
672,2333.33,False,2333.33
673,2333.33,False,2333.33
674,2333.33,False,2333.33
675,2333.33,False,2333.33
676,2333.33,False,2333.33
677,2333.33,False,2333.33
678,2333.33,False,2333.33
679,2333.33,False,2333.33
680,2333.33,False,2333.33
681,2333.33,False,2333.33
682,2333.33,False,2333.33
683,2333.33,False,2333.33
684,2333.33,False,2333.33
685,2333.33,False,2333.33
686,2333.33,False,2333.33
687,2333.33,False,2333.33
688,2333.33,False,2333.33
689,2333.33,False,2333.33
690,2333.33,False,2333.33
691,2333.33,False,2333.33
692,2402.5,False,2347.1639999999998
693,2402.5,False,2360.998
694,2402.5,False,2374.832
695,2402.5,False,2388.666
696,2402.5,False,2402.5
697,2402.5,False,2402.5
698,2402.5,False,2402.5
699,2402.5,False,2402.5
700,2402.5,False,2402.5
701,2402.5,False,2402.5
702,2402.5,False,2402.5
703,2402.5,False,2402.5
704,2402.5,False,2402.5
705,2402.5,False,2402.5
706,2402.5,False,2402.5
707,2402.5,False,2402.5
708,2402.5,False,2402.5
709,2402.5,False,2402.5
710,2402.5,False,2402.5
711,2402.5,False,2402.5
712,2402.5,False,2402.5
713,2402.5,False,2402.5
714,2402.5,False,2402.5
715,2402.5,False,2402.5
716,2402.5,False,2402.5
717,2402.5,False,2402.5
718,2402.5,False,2402.5
719,2402.5,False,2402.5
720,2402.5,False,2402.5
721,2402.5,False,2402.5
722,2221.67,False,2366.334
723,2221.67,False,2330.168
724,2221.67,False,2294.002
725,2221.67,False,2257.8360000000002
726,2221.67,False,2221.67
727,2221.67,False,2221.67
728,2221.67,False,2221.67
729,2221.67,False,2221.67
730,2221.67,False,2221.67
731,2221.67,False,2221.67
732,2221.67,False,2221.67
733,2221.67,False,2221.67
734,2221.67,False,2221.67
735,2221.67,False,2221.67
736,2221.67,False,2221.67
737,2221.67,False,2221.67
738,2221.67,False,2221.67
739,2221.67,False,2221.67
740,2221.67,False,2221.67
741,2221.67,False,2221.67
742,2221.67,False,2221.67
743,2221.67,False,2221.67
744,2221.67,False,2221.67
745,2221.67,False,2221.67
746,2221.67,False,2221.67
747,2221.67,False,2221.67
748,2221.67,False,2221.67
749,2221.67,False,2221.67
750,2221.67,False,2221.67
751,2221.67,False,2221.67
752,2221.67,False,2221.67
753,2056.67,False,2188.67
754,2056.67,False,2155.67
755,2056.67,False,2122.67
756,2056.67,False,2089.67
757,2056.67,False,2056.67
758,2056.67,False,2056.67
759,2056.67,False,2056.67
760,2056.67,False,2056.67
761,2056.67,False,2056.67
762,2056.67,False,2056.67
763,2056.67,False,2056.67
764,2056.67,False,2056.67
765,2056.67,False,2056.67
766,2056.67,False,2056.67
767,2056.67,False,2056.67
768,2056.67,False,2056.67
769,2578.33,False,2161.002
770,2578.33,False,2265.334
771,2578.33,False,2369.666
772,2578.33,False,2473.998
773,2578.33,False,2578.33
774,2578.33,False,2578.33
775,2578.33,False,2578.33
776,2578.33,False,2578.33
777,2578.33,False,2578.33
778,2578.33,False,2578.33
779,2578.33,False,2578.33
780,2578.33,False,2578.33
781,2578.33,False,2578.33
782,2578.33,False,2578.33
783,2578.33,False,2578.33
784,2578.33,False,2578.33
785,2578.33,False,2578.33
786,2578.33,False,2578.33
787,2578.33,False,2578.33
